"","species_name","range_size","aoo","sexual_system"
"22759","Leavenworthia crassa",3,5000,NA
"22760","Leavenworthia exigua",3,7500,NA
"22761","Leavenworthia stylosa",4,10000,NA
"22762","Leavenworthia texana",2,2500,NA
"22763","Leavenworthia torulosa",9,15000,NA
"22764","Leavenworthia uniflora",32,87500,NA
"22765","Lebeckia sepiaria",14,37500,NA
"22766","Lebeckia wrightii",6,12500,NA
"22767","Lebetanthus myrsinites",3,7500,NA
"22768","Lebronnecia kokioides",NA,NA,NA
"22769","Lebruniodendron leptanthum",4,10000,NA
"22770","Lecaniodiscus cupanioides",69,155000,NA
"22771","Lecaniodiscus fraxinifolius",4,10000,NA
"22772","Lecanophora ameghinoi",6,12500,NA
"22773","Lecanophora chubutensis",NA,NA,NA
"22774","Lecanophora heterophylla",34,85000,NA
"22775","Lecanthus peduncularis",46,107500,NA
"22776","Lecanthus petelotii",1,2500,NA
"22777","Lechea tripetala",1,2500,NA
"22778","Lecointea amazonica",14,32500,NA
"22779","Lecointea marcano-bertii",NA,NA,NA
"22780","Lecointea peruviana",1,2500,NA
"22781","Lecokia cretica",12,25000,NA
"22782","Lecythis alutacea",3,5000,NA
"22783","Lecythis ampla",18,40000,NA
"22784","Lecythis barnebyi",1,2500,NA
"22785","Lecythis brancoensis",3,5000,NA
"22786","Lecythis chartacea",19,47500,NA
"22787","Lecythis confertiflora",6,10000,NA
"22788","Lecythis congestiflora",7,15000,NA
"22789","Lecythis corrugata",9,20000,NA
"22790","Lecythis gracieana",NA,NA,NA
"22791","Lecythis holcogyne",7,17500,NA
"22792","Lecythis idatimon",10,22500,NA
"22793","Lecythis lanceolata",3,5000,NA
"22794","Lecythis lurida",6,15000,NA
"22795","Lecythis minor",42,102500,NA
"22796","Lecythis parvifructa",1,2500,NA
"22797","Lecythis persistens",9,20000,NA
"22798","Lecythis pisonis",39,90000,NA
"22799","Lecythis pneumatophora",5,12500,NA
"22800","Lecythis poiteaui",11,22500,NA
"22801","Lecythis prancei",NA,NA,NA
"22802","Lecythis retusa",1,2500,NA
"22803","Lecythis schwackei",NA,NA,NA
"22804","Lecythis simiorum",7,15000,NA
"22805","Lecythis tuyrana",18,35000,NA
"22806","Lecythis zabucajo",25,50000,NA
"22807","Ledebouriella multiflora",NA,NA,NA
"22808","Ledermanniella bifurcata",NA,NA,NA
"22809","Ledermanniella bowlingii",1,2500,NA
"22810","Ledermanniella keayi",NA,NA,NA
"22811","Ledermanniella letouzeyi",NA,NA,NA
"22812","Ledermanniella linearifolia",NA,NA,NA
"22813","Ledermanniella onanae",NA,NA,NA
"22814","Ledermanniella pusilla",NA,NA,NA
"22815","Ledermanniella sanagaensis",NA,NA,NA
"22816","Ledothamnus guyanensis",1,2500,NA
"22817","Ledothamnus sessiliflorus",1,2500,NA
"22818","Leea aculeata",NA,NA,NA
"22819","Leea acuminatissima",NA,NA,NA
"22820","Leea aequata",NA,NA,NA
"22821","Leea amabilis",NA,NA,NA
"22822","Leea angulata",1,2500,NA
"22823","Leea asiatica",12,25000,NA
"22824","Leea coccinea",156,385000,NA
"22825","Leea compactiflora",1,2500,NA
"22826","Leea congesta",NA,NA,NA
"22827","Leea coryphantha",2,5000,NA
"22828","Leea gonioptera",NA,NA,NA
"22829","Leea guineensis",156,385000,NA
"22830","Leea indica",88,215000,NA
"22831","Leea javanica",NA,NA,NA
"22832","Leea longifoliola",NA,NA,NA
"22833","Leea macrophylla",12,30000,NA
"22834","Leea macropus",9,20000,NA
"22835","Leea papuana",1,2500,NA
"22836","Leea philippinensis",5,7500,NA
"22837","Leea rubra",18,45000,NA
"22838","Leea spinea",1,2500,NA
"22839","Leersia hexandra",453,1140000,NA
"22840","Leersia japonica",44,122500,NA
"22841","Leersia oryzoides",1158,3400000,NA
"22842","Leersia perrieri",2,5000,NA
"22843","Leersia tisserantii",NA,NA,NA
"22844","Leersia virginica",294,745000,NA
"22845","Leeuwenbergia africana",NA,NA,NA
"22846","Lefebvrea abyssinica",1,2500,NA
"22847","Lefebvrea grantii",6,12500,NA
"22848","Legrandia concinna",2,5000,NA
"22849","Leidesia procumbens",12,27500,NA
"22850","Leionema carruthersii",6,12500,NA
"22851","Leionema diosmeum",17,32500,NA
"22852","Leionema ellipticum",NA,NA,NA
"22853","Leionema equestre",3,5000,NA
"22854","Leionema lamprophyllum",11,22500,NA
"22855","Leionema phylicifolium",20,47500,NA
"22856","Leionema ralstonii",2,2500,NA
"22857","Leiospora eriocalyx",1,2500,NA
"22858","Leiospora exscapa",17,42500,NA
"22859","Leiospora pamirica",16,35000,NA
"22860","Leiothylax quangensis",NA,NA,NA
"22861","Leiotulus dasyanthus",1,2500,NA
"22862","Leiotulus porphyrodiscus",NA,NA,NA
"22863","Leiotulus secacul",19,47500,NA
"22864","Leitneria floridana",9,17500,NA
"22865","Leitneria pilosa",3,5000,NA
"22866","Lelya osteocarpa",2,5000,NA
"22867","Lemna minor",NA,NA,NA
"22868","Lemurodendron capuronii",NA,NA,NA
"22869","Lemurophoenix halleuxii",2,2500,NA
"22870","Lemurosicyos variegatus",3,7500,NA
"22871","Lennea melanocarpa",1,2500,NA
"22872","Lennea modesta",1,2500,NA
"22873","Lennea viridiflora",1,2500,NA
"22874","Lenwebbia lasioclada",2,5000,NA
"22875","Lenwebbia prominens",7,12500,NA
"22876","Leobordea benthamiana",NA,NA,NA
"22877","Leobordea carinata",2,5000,NA
"22878","Leobordea corymbosa",9,20000,NA
"22879","Leobordea decumbens",NA,NA,NA
"22880","Leobordea eriantha",13,27500,NA
"22881","Leobordea foliosa",7,15000,NA
"22882","Leobordea furcata",1,2500,NA
"22883","Leobordea globulosa",NA,NA,NA
"22884","Leobordea lupinifolia",15,35000,NA
"22885","Leobordea maroccana",2,5000,NA
"22886","Leobordea mucronata",NA,NA,NA
"22887","Leobordea platycarpa",30,75000,NA
"22888","Leobordea polycephala",NA,NA,NA
"22889","Leobordea schoenfelderi",NA,NA,NA
"22890","Leobordea stipulosa",NA,NA,NA
"22891","Leobordea stolzii",NA,NA,NA
"22892","Leobordea tapetiformis",NA,NA,NA
"22893","Leonardoxa africana",2,5000,NA
"22894","Leonia crassa",18,45000,NA
"22895","Leonia glycycarpa",58,125000,NA
"22896","Leopoldinia piassaba",8,15000,NA
"22897","Leopoldinia pulchra",16,40000,NA
"22898","Lepiderema hirsuta",1,2500,NA
"22899","Lepidium aegrum",NA,NA,NA
"22900","Lepidium affghanum",NA,NA,NA
"22901","Lepidium afghanicum",5,12500,NA
"22902","Lepidium africanum",535,1425000,NA
"22903","Lepidium alluaudii",4,10000,NA
"22904","Lepidium alyssoides",44,102500,NA
"22905","Lepidium angustissimum",NA,NA,NA
"22906","Lepidium apetalum",181,475000,NA
"22907","Lepidium appelianum",95,232500,NA
"22908","Lepidium apterum",NA,NA,NA
"22909","Lepidium arbuscula",NA,NA,NA
"22910","Lepidium armoracium",1,2500,NA
"22911","Lepidium aschersonii",26,65000,NA
"22912","Lepidium aucheri",3,7500,NA
"22913","Lepidium auriculatum",13,32500,NA
"22914","Lepidium austrinum",53,142500,NA
"22915","Lepidium banksii",2,2500,NA
"22916","Lepidium bidentatum",3,7500,NA
"22917","Lepidium bipinnatifidum",34,82500,NA
"22918","Lepidium biplicatum",6,12500,NA
"22919","Lepidium bonariense",403,1040000,NA
"22920","Lepidium botschantsevianum",NA,NA,NA
"22921","Lepidium brachyotum",NA,NA,NA
"22922","Lepidium campestre",1630,4822500,NA
"22923","Lepidium capense",2,2500,NA
"22924","Lepidium capitatum",11,27500,NA
"22925","Lepidium cardiophyllum",NA,NA,NA
"22926","Lepidium cartilagineum",127,315000,NA
"22927","Lepidium chalepense",62,157500,NA
"22928","Lepidium chichicara",9,22500,NA
"22929","Lepidium cordatum",36,87500,NA
"22930","Lepidium coronopifolium",8,22500,NA
"22931","Lepidium coronopus",802,2495000,NA
"22932","Lepidium costaricense",2,5000,NA
"22933","Lepidium crassius",NA,NA,NA
"22934","Lepidium crassum",4,10000,NA
"22935","Lepidium davisii",10,27500,NA
"22936","Lepidium densiflorum",1912,5530000,NA
"22937","Lepidium depressum",NA,NA,NA
"22938","Lepidium desertorum",9,20000,NA
"22939","Lepidium desvauxii",43,125000,NA
"22940","Lepidium dictyotum",83,197500,NA
"22941","Lepidium didymum",1844,5140000,NA
"22942","Lepidium draba",2671,7815000,NA
"22943","Lepidium echinatum",17,35000,NA
"22944","Lepidium englerianum",30,70000,NA
"22945","Lepidium fasciculatum",208,515000,NA
"22946","Lepidium ferganense",NA,NA,NA
"22947","Lepidium flavum",48,117500,NA
"22948","Lepidium flexicaule",19,42500,NA
"22949","Lepidium foliosum",66,167500,NA
"22950","Lepidium fremontii",118,292500,NA
"22951","Lepidium graminifolium",367,1052500,NA
"22952","Lepidium heterophyllum",642,1950000,NA
"22953","Lepidium hirtum",140,360000,NA
"22954","Lepidium jaredii",6,10000,NA
"22955","Lepidium johnstonii",1,2500,NA
"22956","Lepidium juvencum",2,2500,NA
"22957","Lepidium kawarau",NA,NA,NA
"22958","Lepidium kirkii",2,5000,NA
"22959","Lepidium lacerum",NA,NA,NA
"22960","Lepidium lasiocarpum",239,620000,NA
"22961","Lepidium latifolium",1451,4045000,NA
"22962","Lepidium latipes",36,87500,NA
"22963","Lepidium leptopetalum",72,187500,NA
"22964","Lepidium limenophylax",NA,NA,NA
"22965","Lepidium linifolium",12,25000,NA
"22966","Lepidium lipskyi",3,5000,NA
"22967","Lepidium litwinowii",NA,NA,NA
"22968","Lepidium lyratum",3,5000,NA
"22969","Lepidium meyenii",10,25000,NA
"22970","Lepidium montanum",104,255000,NA
"22971","Lepidium myriocarpum",NA,NA,NA
"22972","Lepidium naufragorum",1,2500,NA
"22973","Lepidium navasii",5,10000,NA
"22974","Lepidium nesophilum",1,2500,NA
"22975","Lepidium niloticum",4,7500,NA
"22976","Lepidium nitidum",126,282500,NA
"22977","Lepidium oblongum",68,160000,NA
"22978","Lepidium obtusatum",NA,NA,NA
"22979","Lepidium oleraceum",8,20000,NA
"22980","Lepidium oligodontum",5,10000,NA
"22981","Lepidium orbiculare",3,2500,NA
"22982","Lepidium orientale",5,10000,NA
"22983","Lepidium oxycarpum",13,27500,NA
"22984","Lepidium oxytrichum",395,977500,NA
"22985","Lepidium paniculatum",NA,NA,NA
"22986","Lepidium panniforme",2,2500,NA
"22987","Lepidium papilliferum",8,20000,NA
"22988","Lepidium papillosum",189,457500,NA
"22989","Lepidium patrinioides",NA,NA,NA
"22990","Lepidium pavlovii",NA,NA,NA
"22991","Lepidium pedicellosum",22,50000,NA
"22992","Lepidium perfoliatum",858,2302500,NA
"22993","Lepidium phlebopetalum",487,1207500,NA
"22994","Lepidium pholidogynum",24,52500,NA
"22995","Lepidium pinnatifidum",37,87500,NA
"22996","Lepidium pinnatum",1,2500,NA
"22997","Lepidium platypetalum",48,112500,NA
"22998","Lepidium pseudohyssopifolium",234,620000,NA
"22999","Lepidium pseudopapillosum",13,32500,NA
"23000","Lepidium pseudotasmanicum",108,287500,NA
"23001","Lepidium quitense",2,5000,NA
"23002","Lepidium rahmeri",NA,NA,NA
"23003","Lepidium ramosissimum",84,220000,NA
"23004","Lepidium rekohuense",4,5000,NA
"23005","Lepidium rhytidocarpum",NA,NA,NA
"23006","Lepidium rigidum",NA,NA,NA
"23007","Lepidium rotundum",110,282500,NA
"23008","Lepidium ruderale",1486,4512500,NA
"23009","Lepidium sagittatum",NA,NA,NA
"23010","Lepidium sativum",650,1822500,NA
"23011","Lepidium schinzii",1,2500,NA
"23012","Lepidium seditiosum",NA,NA,NA
"23013","Lepidium serra",3,2500,NA
"23014","Lepidium serratum",NA,NA,NA
"23015","Lepidium silaifolium",6,15000,NA
"23016","Lepidium sisymbrioides",15,30000,NA
"23017","Lepidium solomonii",1,2500,NA
"23018","Lepidium songaricum",3,7500,NA
"23019","Lepidium spinosum",12,30000,NA
"23020","Lepidium strictum",86,235000,NA
"23021","Lepidium subcordatum",NA,NA,NA
"23022","Lepidium subulatum",69,175000,NA
"23023","Lepidium tenuicaule",7,15000,NA
"23024","Lepidium thurberi",35,82500,NA
"23025","Lepidium tiehmii",2,2500,NA
"23026","Lepidium vesicarium",8,15000,NA
"23027","Lepidium violaceum",1,2500,NA
"23028","Lepidium virginicum",1997,5595000,NA
"23029","Lepidobotrys staudtii",3,7500,NA
"23030","Lepidocaryum tenue",22,52500,NA
"23031","Lepidopetalum xylocarpum",18,50000,NA
"23032","Lepidorrhachis mooreana",2,5000,NA
"23033","Lepidostemon glaricola",1,2500,NA
"23034","Lepidotrichilia ambrensis",NA,NA,NA
"23035","Lepidotrichilia volkensii",22,52500,NA
"23036","Lepidotrichum uechtritzianum",1,2500,NA
"23037","Lepisanthes alata",3,7500,NA
"23038","Lepisanthes ferruginea",NA,NA,NA
"23039","Lepisanthes rubiginosa",8,20000,NA
"23040","Lepisanthes senegalensis",85,2e+05,NA
"23041","Lepisanthes tetraphylla",15,40000,NA
"23042","Leplaea adenopunctata",NA,NA,NA
"23043","Leplaea cauliflora",NA,NA,NA
"23044","Leplaea cedrata",49,117500,NA
"23045","Leplaea laurentii",NA,NA,NA
"23046","Leplaea mangenotiana",1,2500,NA
"23047","Leplaea mayombensis",6,10000,NA
"23048","Leplaea thompsonii",31,62500,NA
"23049","Leptadenia arborea",25,52500,NA
"23050","Leptaleum filifolium",46,112500,NA
"23051","Leptecophylla abietina",18,35000,NA
"23052","Leptecophylla divaricata",19,42500,NA
"23053","Leptecophylla tameiameiae",23,57500,NA
"23054","Leptobalanus apetalus",67,170000,NA
"23055","Leptobalanus emarginatus",1,2500,NA
"23056","Leptobalanus gardneri",NA,NA,NA
"23057","Leptobalanus granvillei",5,10000,NA
"23058","Leptobalanus humilis",21,52500,NA
"23059","Leptobalanus latus",11,27500,NA
"23060","Leptobalanus octandrus",9,17500,NA
"23061","Leptobalanus sclerophyllus",NA,NA,NA
"23062","Leptobalanus sprucei",7,17500,NA
"23063","Leptoderris aurantiaca",1,2500,NA
"23064","Leptoderris brachyptera",38,90000,NA
"23065","Leptoderris congolensis",1,2500,NA
"23066","Leptoderris fasciculata",15,37500,NA
"23067","Leptoderris glabrata",NA,NA,NA
"23068","Leptoderris harmsiana",NA,NA,NA
"23069","Leptoderris hypargyrea",NA,NA,NA
"23070","Leptoderris ledermannii",4,7500,NA
"23071","Leptodesmia microphylla",42,97500,NA
"23072","Leptoglossis darcyana",NA,NA,NA
"23073","Leptolaena multiflora",5,10000,NA
"23074","Leptolobium bijugum",1,2500,NA
"23075","Leptolobium dasycarpum",17,45000,NA
"23076","Leptolobium elegans",27,70000,NA
"23077","Leptolobium nitens",22,52500,NA
"23078","Leptolobium panamense",7,17500,NA
"23079","Leptonema glabrum",NA,NA,NA
"23080","Leptonychia pallida",5,10000,NA
"23081","Leptopetalum foetidum",2,2500,NA
"23082","Leptopetalum grayi",3,7500,NA
"23083","Leptopus chinensis",20,50000,NA
"23084","Leptopus cordifolius",10,22500,NA
"23085","Leptosema aphyllum",16,35000,NA
"23086","Leptosema chambersii",41,1e+05,NA
"23087","Leptosema oxylobioides",8,17500,NA
"23088","Leptosema tomentosum",3,7500,NA
"23089","Leptosiphon acicularis",8,15000,NA
"23090","Leptosiphon ambiguus",7,17500,NA
"23091","Leptosiphon androsaceus",23,62500,NA
"23092","Leptosiphon bicolor",89,202500,NA
"23093","Leptosiphon bolanderi",26,62500,NA
"23094","Leptosiphon breviculus",9,20000,NA
"23095","Leptosiphon ciliatus",94,207500,NA
"23096","Leptosiphon croceus",2,2500,NA
"23097","Leptosiphon filipes",17,32500,NA
"23098","Leptosiphon floribundus",13,32500,NA
"23099","Leptosiphon grandiflorus",37,82500,NA
"23100","Leptosiphon harknessii",35,80000,NA
"23101","Leptosiphon jamauensis",2,2500,NA
"23102","Leptosiphon jepsonii",2,2500,NA
"23103","Leptosiphon latisectus",10,22500,NA
"23104","Leptosiphon laxus",2,2500,NA
"23105","Leptosiphon lemmonii",12,25000,NA
"23106","Leptosiphon liniflorus",40,85000,NA
"23107","Leptosiphon melingii",5,10000,NA
"23108","Leptosiphon montanus",16,32500,NA
"23109","Leptosiphon nudatus",6,10000,NA
"23110","Leptosiphon nuttallii",106,257500,NA
"23111","Leptosiphon oblanceolatus",4,5000,NA
"23112","Leptosiphon pachyphyllus",4,10000,NA
"23113","Leptosiphon parviflorus",53,127500,NA
"23114","Leptosiphon pusillus",NA,NA,NA
"23115","Leptosiphon pygmaeus",11,27500,NA
"23116","Leptosiphon rattanii",1,2500,NA
"23117","Leptosiphon rosaceus",2,2500,NA
"23118","Leptosiphon septentrionalis",32,82500,NA
"23119","Leptosiphon serrulatus",2,5000,NA
"23120","Leptospermum coriaceum",97,237500,NA
"23121","Leptospermum epacridoideum",7,12500,NA
"23122","Leptospermum erubescens",50,127500,NA
"23123","Leptospermum laevigatum",173,447500,NA
"23124","Leptospermum liversidgei",37,75000,NA
"23125","Leptospermum madidum",11,25000,NA
"23126","Leptospermum oligandrum",4,10000,NA
"23127","Leptospermum parvifolium",46,112500,NA
"23128","Leptospermum petersonii",54,127500,NA
"23129","Leptospermum polygalifolium",171,387500,NA
"23130","Leptospermum scoparium",442,1242500,NA
"23131","Leptospermum sericeum",4,10000,NA
"23132","Leptospermum spectabile",2,2500,NA
"23133","Leptospermum spinescens",21,55000,NA
"23134","Leptospermum trinervium",117,262500,NA
"23135","Leptospermum wooroonooran",2,5000,NA
"23136","Leptospron adenanthum",171,420000,NA
"23137","Leptothrium rigidum",NA,NA,NA
"23138","Lepturus radicans",5,12500,NA
"23139","Lepturus repens",89,215000,NA
"23140","Lepuropetalon spathulatum",25,57500,NA
"23141","Lereschia thomasii",1,2500,NA
"23142","Lespedeza acuticarpa",NA,NA,NA
"23143","Lespedeza bicolor",635,1675000,NA
"23144","Lespedeza buergeri",34,77500,NA
"23145","Lespedeza capitata",568,1445000,NA
"23146","Lespedeza caraganae",4,7500,NA
"23147","Lespedeza chinensis",8,17500,NA
"23148","Lespedeza cyrtobotrya",125,322500,NA
"23149","Lespedeza daurica",58,150000,NA
"23150","Lespedeza davidi",10,20000,NA
"23151","Lespedeza dunnii",NA,NA,NA
"23152","Lespedeza fasciculiflora",1,2500,NA
"23153","Lespedeza floribunda",22,57500,NA
"23154","Lespedeza fordii",NA,NA,NA
"23155","Lespedeza hirta",402,1047500,NA
"23156","Lespedeza homoloba",27,62500,NA
"23157","Lespedeza inschanica",17,40000,NA
"23158","Lespedeza leptostachya",15,30000,NA
"23159","Lespedeza maximowiczii",69,157500,NA
"23160","Lespedeza nuttallii",3,7500,NA
"23161","Lespedeza procumbens",292,765000,NA
"23162","Lespedeza repens",225,585000,NA
"23163","Lespedeza stuevei",107,262500,NA
"23164","Lespedeza thunbergii",70,187500,NA
"23165","Lespedeza violacea",215,575000,NA
"23166","Lespedeza virginica",451,1137500,NA
"23167","Lessertia acanthorhachis",NA,NA,NA
"23168","Lessertia affinis",NA,NA,NA
"23169","Lessertia annularis",7,17500,NA
"23170","Lessertia benguellensis",6,12500,NA
"23171","Lessertia brachypus",NA,NA,NA
"23172","Lessertia brachystachya",6,12500,NA
"23173","Lessertia capensis",4,5000,NA
"23174","Lessertia capitata",1,2500,NA
"23175","Lessertia depressa",2,5000,NA
"23176","Lessertia eremicola",1,2500,NA
"23177","Lessertia excisa",1,2500,NA
"23178","Lessertia falciformis",2,5000,NA
"23179","Lessertia flexuosa",NA,NA,NA
"23180","Lessertia frutescens",172,472500,NA
"23181","Lessertia humilis",NA,NA,NA
"23182","Lessertia inflata",1,2500,NA
"23183","Lessertia perennans",6,15000,NA
"23184","Lessertia tomentosa",4,10000,NA
"23185","Lessertia villosa",3,5000,NA
"23186","Letestudoxa bella",NA,NA,NA
"23187","Letestudoxa glabrifolia",NA,NA,NA
"23188","Letestuella tisserantii",2,5000,NA
"23189","Lethedon balansae",NA,NA,NA
"23190","Lethedon cernua",NA,NA,NA
"23191","Lethedon setosa",5,7500,NA
"23192","Lettowianthus stellatus",13,30000,NA
"23193","Leucaena collinsii",5,10000,NA
"23194","Leucaena cruziana",22,55000,NA
"23195","Leucaena cuspidata",3,10000,NA
"23196","Leucaena diversifolia",34,87500,NA
"23197","Leucaena esculenta",35,82500,NA
"23198","Leucaena greggii",10,22500,NA
"23199","Leucaena involucrata",1,2500,NA
"23200","Leucaena lanceolata",22,55000,NA
"23201","Leucaena lempirana",1,2500,NA
"23202","Leucaena leucocephala",NA,NA,NA
"23203","Leucaena magnifica",NA,NA,NA
"23204","Leucaena matudae",NA,NA,NA
"23205","Leucaena mixtec",NA,NA,NA
"23206","Leucaena multicapitula",1,2500,NA
"23207","Leucaena pallida",10,22500,NA
"23208","Leucaena pueblana",1,2500,NA
"23209","Leucaena pulverulenta",23,52500,NA
"23210","Leucaena retusa",54,135000,NA
"23211","Leucaena salvadorensis",1,2500,NA
"23212","Leucaena shannonii",6,15000,NA
"23213","Leucaena trichandra",NA,NA,NA
"23214","Leucaena trichodes",29,72500,NA
"23215","Leucaena zacapana",NA,NA,NA
"23216","Leucochloron limae",NA,NA,NA
"23217","Leucocroton acunae",NA,NA,NA
"23218","Leucocroton anomalus",NA,NA,NA
"23219","Leucocroton comosus",NA,NA,NA
"23220","Leucocroton ekmanii",NA,NA,NA
"23221","Leucocroton flavicans",NA,NA,NA
"23222","Leucocroton havanensis",NA,NA,NA
"23223","Leucocroton linearifolius",NA,NA,NA
"23224","Leucocroton moncadae",NA,NA,NA
"23225","Leucocroton pachyphylloides",NA,NA,NA
"23226","Leucocroton pachyphyllus",NA,NA,NA
"23227","Leucocroton revolutus",NA,NA,NA
"23228","Leucocroton sameki",NA,NA,NA
"23229","Leucocroton saxicola",NA,NA,NA
"23230","Leucocroton stenophyllus",NA,NA,NA
"23231","Leucocroton subpeltatus",NA,NA,NA
"23232","Leucocroton virens",NA,NA,NA
"23233","Leucocroton wrightii",NA,NA,NA
"23234","Leucomphalos capparideus",1,2500,NA
"23235","Leucophysalis grandiflora",26,62500,NA
"23236","Leucophysalis nana",32,72500,NA
"23237","Leucopogon alternifolius",1,2500,NA
"23238","Leucopogon amplexicaulis",11,22500,NA
"23239","Leucopogon bossiaea",NA,NA,NA
"23240","Leucopogon cordatus",7,15000,NA
"23241","Leucopogon distans",10,20000,NA
"23242","Leucopogon microphyllus",57,147500,NA
"23243","Leucopogon parviflorus",230,597500,NA
"23244","Leucopogon plumuliflorus",4,7500,NA
"23245","Leucopogon strictus",3,7500,NA
"23246","Leucopogon virgatus",233,577500,NA
"23247","Leucosidea sericea",78,177500,NA
"23248","Leucosyke quadrinervia",3,7500,NA
"23249","Leucothoe davisiae",19,42500,NA
"23250","Leucothoe fontanesiana",119,345000,NA
"23251","Leucothoe keiskei",3,7500,NA
"23252","Leucothrinax morrisii",23,50000,NA
"23253","Leutea petiolaris",NA,NA,NA
"23254","Levisticum officinale",1360,4330000,NA
"23255","Leymus ajanensis",NA,NA,NA
"23256","Leymus akmolinensis",18,45000,NA
